Estado_A,Filial_A,Estado_B,Filial_B,Distancia_km,Leadtime
RJ,ANIMALE RIO SUL CM,SC,ANIMALE BALNEARIO SHOP CM,709.939,15.974
SC,ANIMALE BALNEARIO SHOP CM,CE,ANIMALE RIOMAR FORTAL CM,2791.642,62.812
CE,ANIMALE RIOMAR FORTAL CM,SC,ANIMALE BALNEARIO SHOP CM,2791.642,62.812
SC,ANIMALE BALNEARIO SHOP CM,PE,ANIMALE RIOMAR RECIFE CM,2546.586,57.298
PE,ANIMALE RIOMAR RECIFE CM,SC,ANIMALE BALNEARIO SHOP CM,2546.586,57.298
SC,ANIMALE BALNEARIO SHOP CM,BA,ANIMALE SALVADOR CM,1880.528,42.312
BA,ANIMALE SALVADOR CM,SC,ANIMALE BALNEARIO SHOP CM,1880.528,42.312
SC,ANIMALE BALNEARIO SHOP CM,DF,ANIMALE IGUATEMI BSB CM,1857.144,41.786
DF,ANIMALE IGUATEMI BSB CM,SC,ANIMALE BALNEARIO SHOP CM,1857.144,41.786
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE IGUATEMI SP CM,427.343,9.615
SP,ANIMALE IGUATEMI SP CM,SC,ANIMALE BALNEARIO SHOP CM,427.343,9.615
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE IPANEMA CM,705.972,15.884
RJ,ANIMALE IPANEMA CM,SC,ANIMALE BALNEARIO SHOP CM,705.972,15.884
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE JK SAO PAULO CM,426.438,9.595
SP,ANIMALE JK SAO PAULO CM,SC,ANIMALE BALNEARIO SHOP CM,426.438,9.595
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE ORO IPANEMA CM,705.652,15.877
RJ,ANIMALE ORO IPANEMA CM,SC,ANIMALE BALNEARIO SHOP CM,705.652,15.877
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE OSCAR FREIRE CM,428.989,9.652
SP,ANIMALE OSCAR FREIRE CM,SC,ANIMALE BALNEARIO SHOP CM,428.989,9.652
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE PLAZA CM,714.418,16.074
RJ,ANIMALE PLAZA CM,SC,ANIMALE BALNEARIO SHOP CM,714.418,16.074
SC,ANIMALE BALNEARIO SHOP CM,RS,ANIMALE PORTO ALEGRE CM,416.61,9.374
RS,ANIMALE PORTO ALEGRE CM,SC,ANIMALE BALNEARIO SHOP CM,416.61,9.374
SC,ANIMALE BALNEARIO SHOP CM,ES,ANIMALE PRAIA DO CANTO CM,1129.24,25.408
ES,ANIMALE PRAIA DO CANTO CM,SC,ANIMALE BALNEARIO SHOP CM,1129.24,25.408
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE SAO CAETANO CM,427.176,9.611
SP,ANIMALE SAO CAETANO CM,SC,ANIMALE BALNEARIO SHOP CM,427.176,9.611
SC,ANIMALE BALNEARIO SHOP CM,MG,ANIMALE SAVASSI CM,918.564,20.668
MG,ANIMALE SAVASSI CM,SC,ANIMALE BALNEARIO SHOP CM,918.564,20.668
SC,ANIMALE BALNEARIO SHOP CM,PR,ANIMALE SHOP BATEL CM,183.281,4.124
PR,ANIMALE SHOP BATEL CM,SC,ANIMALE BALNEARIO SHOP CM,183.281,4.124
SC,ANIMALE BALNEARIO SHOP CM,DF,ANIMALE SHOP BRASILIA CM,1243.294,27.974
DF,ANIMALE SHOP BRASILIA CM,SC,ANIMALE BALNEARIO SHOP CM,1243.294,27.974
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE SHOP LEBLON CM,705.474,15.873
RJ,ANIMALE SHOP LEBLON CM,SC,ANIMALE BALNEARIO SHOP CM,705.474,15.873
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE SHOP TIJUCA CM,705.92,15.883
RJ,ANIMALE SHOP TIJUCA CM,SC,ANIMALE BALNEARIO SHOP CM,705.92,15.883
SC,ANIMALE BALNEARIO SHOP CM,ES,ANIMALE SHOP VITORIA CM,1128.314,25.387
ES,ANIMALE SHOP VITORIA CM,SC,ANIMALE BALNEARIO SHOP CM,1128.314,25.387
SC,ANIMALE BALNEARIO SHOP CM,PA,ANIMALE BELEM CM,2826.984,63.607
PA,ANIMALE BELEM CM,SC,ANIMALE BALNEARIO SHOP CM,2826.984,63.607
SC,ANIMALE BALNEARIO SHOP CM,MG,ANIMALE BH SHOP CM,883.742,19.884
MG,ANIMALE BH SHOP CM,SC,ANIMALE BALNEARIO SHOP CM,883.742,19.884
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE CAMPINAS CM,482.682,10.86
SP,ANIMALE CAMPINAS CM,SC,ANIMALE BALNEARIO SHOP CM,482.682,10.86
SC,ANIMALE BALNEARIO SHOP CM,MS,ANIMALE CAMPO GRANDE CM,943.433,21.227
MS,ANIMALE CAMPO GRANDE CM,SC,ANIMALE BALNEARIO SHOP CM,943.433,21.227
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE ELDORADO CM,428.489,9.641
SP,ANIMALE ELDORADO CM,SC,ANIMALE BALNEARIO SHOP CM,428.489,9.641
SC,ANIMALE BALNEARIO SHOP CM,PB,ANIMALE JOAO PESSOA CM,2641.497,59.434
PB,ANIMALE JOAO PESSOA CM,SC,ANIMALE BALNEARIO SHOP CM,2641.497,59.434
SC,ANIMALE BALNEARIO SHOP CM,DF,ANIMALE LAGO SUL CM,1236.184,27.814
DF,ANIMALE LAGO SUL CM,SC,ANIMALE BALNEARIO SHOP CM,1236.184,27.814
SC,ANIMALE BALNEARIO SHOP CM,PR,ANIMALE LONDRINA CM,478.642,10.769
PR,ANIMALE LONDRINA CM,SC,ANIMALE BALNEARIO SHOP CM,478.642,10.769
SC,ANIMALE BALNEARIO SHOP CM,MG,ANIMALE LOURDES CM,917.282,20.639
MG,ANIMALE LOURDES CM,SC,ANIMALE BALNEARIO SHOP CM,917.282,20.639
SC,ANIMALE BALNEARIO SHOP CM,AL,ANIMALE MACEIO CM,2354.518,52.977
AL,ANIMALE MACEIO CM,SC,ANIMALE BALNEARIO SHOP CM,2354.518,52.977
SC,ANIMALE BALNEARIO SHOP CM,MT,ANIMALE ESTACAO CUIABA CM,1480.775,33.317
MT,ANIMALE ESTACAO CUIABA CM,SC,ANIMALE BALNEARIO SHOP CM,1480.775,33.317
SC,ANIMALE BALNEARIO SHOP CM,GO,ANIMALE FLAMBOYANT CM,1140.72,25.666
GO,ANIMALE FLAMBOYANT CM,SC,ANIMALE BALNEARIO SHOP CM,1140.72,25.666
SC,ANIMALE BALNEARIO SHOP CM,SC,ANIMALE FLORIANOPOLIS CM,66.348,1.493
SC,ANIMALE FLORIANOPOLIS CM,SC,ANIMALE BALNEARIO SHOP CM,66.348,1.493
SC,ANIMALE BALNEARIO SHOP CM,CE,ANIMALE FORTALEZA CM,2789.005,62.753
CE,ANIMALE FORTALEZA CM,SC,ANIMALE BALNEARIO SHOP CM,2789.005,62.753
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE GAL CAMPINAS CM,485.852,10.932
SP,ANIMALE GAL CAMPINAS CM,SC,ANIMALE BALNEARIO SHOP CM,485.852,10.932
SC,ANIMALE BALNEARIO SHOP CM,MT,ANIMALE GOIABEIRAS CM,1480.2,33.304
MT,ANIMALE GOIABEIRAS CM,SC,ANIMALE BALNEARIO SHOP CM,1480.2,33.304
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE SJ RIO PRETO CM,683.089,15.369
SP,ANIMALE SJ RIO PRETO CM,SC,ANIMALE BALNEARIO SHOP CM,683.089,15.369
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE VILA NOVA CM,423.17,9.521
SP,ANIMALE VILA NOVA CM,SC,ANIMALE BALNEARIO SHOP CM,423.17,9.521
SC,ANIMALE BALNEARIO SHOP CM,ES,ANIMALE VILA VELHA CM,1126.669,25.35
ES,ANIMALE VILA VELHA CM,SC,ANIMALE BALNEARIO SHOP CM,1126.669,25.35
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE VILLA LOBOS CM,426.626,9.599
SP,ANIMALE VILLA LOBOS CM,SC,ANIMALE BALNEARIO SHOP CM,426.626,9.599
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE VILLAGE MALL CM,686.927,15.456
RJ,ANIMALE VILLAGE MALL CM,SC,ANIMALE BALNEARIO SHOP CM,686.927,15.456
SC,ANIMALE BALNEARIO SHOP CM,AM,ANIMALE MANAUARA CM,2907.944,65.429
AM,ANIMALE MANAUARA CM,SC,ANIMALE BALNEARIO SHOP CM,2907.944,65.429
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE MOEMA CM,424.998,9.562
SP,ANIMALE MOEMA CM,SC,ANIMALE BALNEARIO SHOP CM,424.998,9.562
SC,ANIMALE BALNEARIO SHOP CM,RS,ANIMALE MOINHOS CM,418.833,9.424
RS,ANIMALE MOINHOS CM,SC,ANIMALE BALNEARIO SHOP CM,418.833,9.424
SC,ANIMALE BALNEARIO SHOP CM,SP,ANIMALE MORUMBI CM,421.714,9.489
SP,ANIMALE MORUMBI CM,SC,ANIMALE BALNEARIO SHOP CM,421.714,9.489
SC,ANIMALE BALNEARIO SHOP CM,PR,ANIMALE MUELLER CM,185.347,4.17
PR,ANIMALE MUELLER CM,SC,ANIMALE BALNEARIO SHOP CM,185.347,4.17
SC,ANIMALE BALNEARIO SHOP CM,RN,ANIMALE NATAL CM,2740.319,61.657
RN,ANIMALE NATAL CM,SC,ANIMALE BALNEARIO SHOP CM,2740.319,61.657
PR,ANIMALE BARIGUI CM,BA,ANIMALE BARRA SALVADOR CM,1782.352,40.103
BA,ANIMALE BARRA SALVADOR CM,PR,ANIMALE BARIGUI CM,1782.352,40.103
PR,ANIMALE BARIGUI CM,RJ,ANIMALE BARRA SHOP CM,656.739,14.777
RJ,ANIMALE BARRA SHOP CM,PR,ANIMALE BARIGUI CM,656.739,14.777
PR,ANIMALE BARIGUI CM,RS,ANIMALE BARRA SUL CM,548.819,12.348
RS,ANIMALE BARRA SUL CM,PR,ANIMALE BARIGUI CM,548.819,12.348
PR,ANIMALE BARIGUI CM,PE,ANIMALE RECIFE CM,2453.101,55.195
PE,ANIMALE RECIFE CM,PR,ANIMALE BARIGUI CM,2453.101,55.195
PR,ANIMALE BARIGUI CM,RJ,ANIMALE RIO DESIGN CM,662.802,14.913
RJ,ANIMALE RIO DESIGN CM,PR,ANIMALE BARIGUI CM,662.802,14.913
PR,ANIMALE BARIGUI CM,RJ,ANIMALE RIO SUL CM,682.061,15.346
RJ,ANIMALE RIO SUL CM,PR,ANIMALE BARIGUI CM,682.061,15.346
PR,ANIMALE BARIGUI CM,CE,ANIMALE RIOMAR FORTAL CM,2666.73,60.001
CE,ANIMALE RIOMAR FORTAL CM,PR,ANIMALE BARIGUI CM,2666.73,60.001
PR,ANIMALE BARIGUI CM,PE,ANIMALE RIOMAR RECIFE CM,2456.039,55.261
PE,ANIMALE RIOMAR RECIFE CM,PR,ANIMALE BARIGUI CM,2456.039,55.261
PR,ANIMALE BARIGUI CM,BA,ANIMALE SALVADOR CM,1789.468,40.263
BA,ANIMALE SALVADOR CM,PR,ANIMALE BARIGUI CM,1789.468,40.263
PR,ANIMALE BARIGUI CM,DF,ANIMALE IGUATEMI BSB CM,1687.57,37.97
DF,ANIMALE IGUATEMI BSB CM,PR,ANIMALE BARIGUI CM,1687.57,37.97
PR,ANIMALE BARIGUI CM,SP,ANIMALE IGUATEMI SP CM,337.965,7.604
SP,ANIMALE IGUATEMI SP CM,PR,ANIMALE BARIGUI CM,337.965,7.604
PR,ANIMALE BARIGUI CM,RJ,ANIMALE IPANEMA CM,678.682,15.27
RJ,ANIMALE IPANEMA CM,PR,ANIMALE BARIGUI CM,678.682,15.27
PR,ANIMALE BARIGUI CM,SP,ANIMALE JK SAO PAULO CM,338.328,7.612
SP,ANIMALE JK SAO PAULO CM,PR,ANIMALE BARIGUI CM,338.328,7.612
PR,ANIMALE BARIGUI CM,RJ,ANIMALE ORO IPANEMA CM,678.298,15.262
RJ,ANIMALE ORO IPANEMA CM,PR,ANIMALE BARIGUI CM,678.298,15.262
PR,ANIMALE BARIGUI CM,SP,ANIMALE OSCAR FREIRE CM,340.165,7.654
SP,ANIMALE OSCAR FREIRE CM,PR,ANIMALE BARIGUI CM,340.165,7.654
PR,ANIMALE BARIGUI CM,RJ,ANIMALE PLAZA CM,685.537,15.425
RJ,ANIMALE PLAZA CM,PR,ANIMALE BARIGUI CM,685.537,15.425
PR,ANIMALE BARIGUI CM,RS,ANIMALE PORTO ALEGRE CM,539.596,12.141
RS,ANIMALE PORTO ALEGRE CM,PR,ANIMALE BARIGUI CM,539.596,12.141
PR,ANIMALE BARIGUI CM,ES,ANIMALE PRAIA DO CANTO CM,1087.759,24.475
ES,ANIMALE PRAIA DO CANTO CM,PR,ANIMALE BARIGUI CM,1087.759,24.475
PR,ANIMALE BARIGUI CM,SP,ANIMALE SAO CAETANO CM,343.335,7.725
SP,ANIMALE SAO CAETANO CM,PR,ANIMALE BARIGUI CM,343.335,7.725
PR,ANIMALE BARIGUI CM,MG,ANIMALE SAVASSI CM,824.45,18.55
MG,ANIMALE SAVASSI CM,PR,ANIMALE BARIGUI CM,824.45,18.55
PR,ANIMALE BARIGUI CM,PR,ANIMALE SHOP BATEL CM,4.552,0.102
PR,ANIMALE SHOP BATEL CM,PR,ANIMALE BARIGUI CM,4.552,0.102
PR,ANIMALE BARIGUI CM,DF,ANIMALE SHOP BRASILIA CM,1078.788,24.273
DF,ANIMALE SHOP BRASILIA CM,PR,ANIMALE BARIGUI CM,1078.788,24.273
PR,ANIMALE BARIGUI CM,RJ,ANIMALE SHOP LEBLON CM,677.804,15.251
RJ,ANIMALE SHOP LEBLON CM,PR,ANIMALE BARIGUI CM,677.804,15.251
PR,ANIMALE BARIGUI CM,RJ,ANIMALE SHOP TIJUCA CM,676.818,15.228
RJ,ANIMALE SHOP TIJUCA CM,PR,ANIMALE BARIGUI CM,676.818,15.228
PR,ANIMALE BARIGUI CM,ES,ANIMALE SHOP VITORIA CM,1087.055,24.459
ES,ANIMALE SHOP VITORIA CM,PR,ANIMALE BARIGUI CM,1087.055,24.459
PR,ANIMALE BARIGUI CM,PA,ANIMALE BELEM CM,2655.956,59.759
PA,ANIMALE BELEM CM,PR,ANIMALE BARIGUI CM,2655.956,59.759
PR,ANIMALE BARIGUI CM,MG,ANIMALE BH SHOP CM,787.807,17.726
MG,ANIMALE BH SHOP CM,PR,ANIMALE BARIGUI CM,787.807,17.726
PR,ANIMALE BARIGUI CM,SP,ANIMALE CAMPINAS CM,366.31,8.242
SP,ANIMALE CAMPINAS CM,PR,ANIMALE BARIGUI CM,366.31,8.242
PR,ANIMALE BARIGUI CM,MS,ANIMALE CAMPO GRANDE CM,770.801,17.343
MS,ANIMALE CAMPO GRANDE CM,PR,ANIMALE BARIGUI CM,770.801,17.343
PR,ANIMALE BARIGUI CM,SP,ANIMALE ELDORADO CM,339.578,7.641
SP,ANIMALE ELDORADO CM,PR,ANIMALE BARIGUI CM,339.578,7.641
PR,ANIMALE BARIGUI CM,PB,ANIMALE JOAO PESSOA CM,2547.225,57.313
PB,ANIMALE JOAO PESSOA CM,PR,ANIMALE BARIGUI CM,2547.225,57.313
PR,ANIMALE BARIGUI CM,DF,ANIMALE LAGO SUL CM,1071.725,24.114
DF,ANIMALE LAGO SUL CM,PR,ANIMALE BARIGUI CM,1071.725,24.114
PR,ANIMALE BARIGUI CM,PR,ANIMALE LONDRINA CM,298.657,6.72
PR,ANIMALE LONDRINA CM,PR,ANIMALE BARIGUI CM,298.657,6.72
PR,ANIMALE BARIGUI CM,MG,ANIMALE LOURDES CM,822.883,18.515
MG,ANIMALE LOURDES CM,PR,ANIMALE BARIGUI CM,822.883,18.515
PR,ANIMALE BARIGUI CM,AL,ANIMALE MACEIO CM,2265.804,50.981
AL,ANIMALE MACEIO CM,PR,ANIMALE BARIGUI CM,2265.804,50.981
PR,ANIMALE BARIGUI CM,MT,ANIMALE ESTACAO CUIABA CM,1299.217,29.232
MT,ANIMALE ESTACAO CUIABA CM,PR,ANIMALE BARIGUI CM,1299.217,29.232
PR,ANIMALE BARIGUI CM,GO,ANIMALE FLAMBOYANT CM,966.606,21.749
GO,ANIMALE FLAMBOYANT CM,PR,ANIMALE BARIGUI CM,966.606,21.749
PR,ANIMALE BARIGUI CM,SC,ANIMALE FLORIANOPOLIS CM,250.626,5.639
SC,ANIMALE FLORIANOPOLIS CM,PR,ANIMALE BARIGUI CM,250.626,5.639
PR,ANIMALE BARIGUI CM,CE,ANIMALE FORTALEZA CM,2664.112,59.943
CE,ANIMALE FORTALEZA CM,PR,ANIMALE BARIGUI CM,2664.112,59.943
PR,ANIMALE BARIGUI CM,SP,ANIMALE GAL CAMPINAS CM,368.957,8.302
SP,ANIMALE GAL CAMPINAS CM,PR,ANIMALE BARIGUI CM,368.957,8.302
PR,ANIMALE BARIGUI CM,MT,ANIMALE GOIABEIRAS CM,1298.612,29.219
MT,ANIMALE GOIABEIRAS CM,PR,ANIMALE BARIGUI CM,1298.612,29.219
PR,ANIMALE BARIGUI CM,SP,ANIMALE SJ RIO PRETO CM,506.171,11.389
SP,ANIMALE SJ RIO PRETO CM,PR,ANIMALE BARIGUI CM,506.171,11.389
PR,ANIMALE BARIGUI CM,SP,ANIMALE VILA NOVA CM,337.656,7.597
SP,ANIMALE VILA NOVA CM,PR,ANIMALE BARIGUI CM,337.656,7.597
PR,ANIMALE BARIGUI CM,ES,ANIMALE VILA VELHA CM,1085.705,24.428
ES,ANIMALE VILA VELHA CM,PR,ANIMALE BARIGUI CM,1085.705,24.428
PR,ANIMALE BARIGUI CM,SP,ANIMALE VILLA LOBOS CM,337.142,7.586
SP,ANIMALE VILLA LOBOS CM,PR,ANIMALE BARIGUI CM,337.142,7.586
PR,ANIMALE BARIGUI CM,RJ,ANIMALE VILLAGE MALL CM,656.739,14.777
RJ,ANIMALE VILLAGE MALL CM,PR,ANIMALE BARIGUI CM,656.739,14.777
PR,ANIMALE BARIGUI CM,AM,ANIMALE MANAUARA CM,2723.031,61.268
AM,ANIMALE MANAUARA CM,PR,ANIMALE BARIGUI CM,2723.031,61.268
PR,ANIMALE BARIGUI CM,SP,ANIMALE MOEMA CM,337.616,7.596
SP,ANIMALE MOEMA CM,PR,ANIMALE BARIGUI CM,337.616,7.596
PR,ANIMALE BARIGUI CM,RS,ANIMALE MOINHOS CM,540.831,12.169
RS,ANIMALE MOINHOS CM,PR,ANIMALE BARIGUI CM,540.831,12.169
PR,ANIMALE BARIGUI CM,SP,ANIMALE MORUMBI CM,334.015,7.515
SP,ANIMALE MORUMBI CM,PR,ANIMALE BARIGUI CM,334.015,7.515
PR,ANIMALE BARIGUI CM,PR,ANIMALE MUELLER CM,6.566,0.148
PR,ANIMALE MUELLER CM,PR,ANIMALE BARIGUI CM,6.566,0.148
PR,ANIMALE BARIGUI CM,RN,ANIMALE NATAL CM,2639.354,59.385
RN,ANIMALE NATAL CM,PR,ANIMALE BARIGUI CM,2639.354,59.385
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE BARRA SHOP CM,1222.306,27.502
RJ,ANIMALE BARRA SHOP CM,BA,ANIMALE BARRA SALVADOR CM,1222.306,27.502
BA,ANIMALE BARRA SALVADOR CM,RS,ANIMALE BARRA SUL CM,2300.645,51.765
RS,ANIMALE BARRA SUL CM,BA,ANIMALE BARRA SALVADOR CM,2300.645,51.765
BA,ANIMALE BARRA SALVADOR CM,PE,ANIMALE RECIFE CM,670.865,15.094
PE,ANIMALE RECIFE CM,BA,ANIMALE BARRA SALVADOR CM,670.865,15.094
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE RIO DESIGN CM,1218.66,27.42
RJ,ANIMALE RIO DESIGN CM,BA,ANIMALE BARRA SALVADOR CM,1218.66,27.42
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE RIO SUL CM,1206.053,27.136
RJ,ANIMALE RIO SUL CM,BA,ANIMALE BARRA SALVADOR CM,1206.053,27.136
BA,ANIMALE BARRA SALVADOR CM,CE,ANIMALE RIOMAR FORTAL CM,1024.757,23.057
CE,ANIMALE RIOMAR FORTAL CM,BA,ANIMALE BARRA SALVADOR CM,1024.757,23.057
BA,ANIMALE BARRA SALVADOR CM,PE,ANIMALE RIOMAR RECIFE CM,673.837,15.161
PE,ANIMALE RIOMAR RECIFE CM,BA,ANIMALE BARRA SALVADOR CM,673.837,15.161
BA,ANIMALE BARRA SALVADOR CM,BA,ANIMALE SALVADOR CM,8.193,0.184
BA,ANIMALE SALVADOR CM,BA,ANIMALE BARRA SALVADOR CM,8.193,0.184
BA,ANIMALE BARRA SALVADOR CM,DF,ANIMALE IGUATEMI BSB CM,1114.36,25.073
DF,ANIMALE IGUATEMI BSB CM,BA,ANIMALE BARRA SALVADOR CM,1114.36,25.073
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE IGUATEMI SP CM,1452.422,32.68
SP,ANIMALE IGUATEMI SP CM,BA,ANIMALE BARRA SALVADOR CM,1452.422,32.68
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE IPANEMA CM,1210.372,27.233
RJ,ANIMALE IPANEMA CM,BA,ANIMALE BARRA SALVADOR CM,1210.372,27.233
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE JK SAO PAULO CM,1452.79,32.688
SP,ANIMALE JK SAO PAULO CM,BA,ANIMALE BARRA SALVADOR CM,1452.79,32.688
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE ORO IPANEMA CM,1210.541,27.237
RJ,ANIMALE ORO IPANEMA CM,BA,ANIMALE BARRA SALVADOR CM,1210.541,27.237
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE OSCAR FREIRE CM,1450.491,32.636
SP,ANIMALE OSCAR FREIRE CM,BA,ANIMALE BARRA SALVADOR CM,1450.491,32.636
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE PLAZA CM,1200.628,27.014
RJ,ANIMALE PLAZA CM,BA,ANIMALE BARRA SALVADOR CM,1200.628,27.014
BA,ANIMALE BARRA SALVADOR CM,RS,ANIMALE PORTO ALEGRE CM,2290.396,51.534
RS,ANIMALE PORTO ALEGRE CM,BA,ANIMALE BARRA SALVADOR CM,2290.396,51.534
BA,ANIMALE BARRA SALVADOR CM,ES,ANIMALE PRAIA DO CANTO CM,828.203,18.635
ES,ANIMALE PRAIA DO CANTO CM,BA,ANIMALE BARRA SALVADOR CM,828.203,18.635
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE SAO CAETANO CM,1450.366,32.633
SP,ANIMALE SAO CAETANO CM,BA,ANIMALE BARRA SALVADOR CM,1450.366,32.633
BA,ANIMALE BARRA SALVADOR CM,MG,ANIMALE SAVASSI CM,958.771,21.572
MG,ANIMALE SAVASSI CM,BA,ANIMALE BARRA SALVADOR CM,958.771,21.572
BA,ANIMALE BARRA SALVADOR CM,PR,ANIMALE SHOP BATEL CM,1779.958,40.049
PR,ANIMALE SHOP BATEL CM,BA,ANIMALE BARRA SALVADOR CM,1779.958,40.049
BA,ANIMALE BARRA SALVADOR CM,DF,ANIMALE SHOP BRASILIA CM,1055.552,23.75
DF,ANIMALE SHOP BRASILIA CM,BA,ANIMALE BARRA SALVADOR CM,1055.552,23.75
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE SHOP LEBLON CM,1210.188,27.229
RJ,ANIMALE SHOP LEBLON CM,BA,ANIMALE BARRA SALVADOR CM,1210.188,27.229
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE SHOP TIJUCA CM,1207.555,27.17
RJ,ANIMALE SHOP TIJUCA CM,BA,ANIMALE BARRA SALVADOR CM,1207.555,27.17
BA,ANIMALE BARRA SALVADOR CM,ES,ANIMALE SHOP VITORIA CM,829.686,18.668
ES,ANIMALE SHOP VITORIA CM,BA,ANIMALE BARRA SALVADOR CM,829.686,18.668
BA,ANIMALE BARRA SALVADOR CM,PA,ANIMALE BELEM CM,1685.601,37.926
PA,ANIMALE BELEM CM,BA,ANIMALE BARRA SALVADOR CM,1685.601,37.926
BA,ANIMALE BARRA SALVADOR CM,MG,ANIMALE BH SHOP CM,995.018,22.388
MG,ANIMALE BH SHOP CM,BA,ANIMALE BARRA SALVADOR CM,995.018,22.388
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE CAMPINAS CM,1416.149,31.863
SP,ANIMALE CAMPINAS CM,BA,ANIMALE BARRA SALVADOR CM,1416.149,31.863
BA,ANIMALE BARRA SALVADOR CM,MS,ANIMALE CAMPO GRANDE CM,1899.23,42.733
MS,ANIMALE CAMPO GRANDE CM,BA,ANIMALE BARRA SALVADOR CM,1899.23,42.733
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE ELDORADO CM,1451.041,32.648
SP,ANIMALE ELDORADO CM,BA,ANIMALE BARRA SALVADOR CM,1451.041,32.648
BA,ANIMALE BARRA SALVADOR CM,PB,ANIMALE JOAO PESSOA CM,767.74,17.274
PB,ANIMALE JOAO PESSOA CM,BA,ANIMALE BARRA SALVADOR CM,767.74,17.274
BA,ANIMALE BARRA SALVADOR CM,DF,ANIMALE LAGO SUL CM,1057.567,23.795
DF,ANIMALE LAGO SUL CM,BA,ANIMALE BARRA SALVADOR CM,1057.567,23.795
BA,ANIMALE BARRA SALVADOR CM,PR,ANIMALE LONDRINA CM,1759.502,39.589
PR,ANIMALE LONDRINA CM,BA,ANIMALE BARRA SALVADOR CM,1759.502,39.589
BA,ANIMALE BARRA SALVADOR CM,MG,ANIMALE LOURDES CM,960.25,21.606
MG,ANIMALE LOURDES CM,BA,ANIMALE BARRA SALVADOR CM,960.25,21.606
BA,ANIMALE BARRA SALVADOR CM,AL,ANIMALE MACEIO CM,483.674,10.883
AL,ANIMALE MACEIO CM,BA,ANIMALE BARRA SALVADOR CM,483.674,10.883
BA,ANIMALE BARRA SALVADOR CM,MT,ANIMALE ESTACAO CUIABA CM,1919.246,43.183
MT,ANIMALE ESTACAO CUIABA CM,BA,ANIMALE BARRA SALVADOR CM,1919.246,43.183
BA,ANIMALE BARRA SALVADOR CM,GO,ANIMALE FLAMBOYANT CM,1223.256,27.523
GO,ANIMALE FLAMBOYANT CM,BA,ANIMALE BARRA SALVADOR CM,1223.256,27.523
BA,ANIMALE BARRA SALVADOR CM,SC,ANIMALE FLORIANOPOLIS CM,1921.49,43.234
SC,ANIMALE FLORIANOPOLIS CM,BA,ANIMALE BARRA SALVADOR CM,1921.49,43.234
BA,ANIMALE BARRA SALVADOR CM,CE,ANIMALE FORTALEZA CM,1022.196,22.999
CE,ANIMALE FORTALEZA CM,BA,ANIMALE BARRA SALVADOR CM,1022.196,22.999
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE GAL CAMPINAS CM,1413.565,31.805
SP,ANIMALE GAL CAMPINAS CM,BA,ANIMALE BARRA SALVADOR CM,1413.565,31.805
BA,ANIMALE BARRA SALVADOR CM,MT,ANIMALE GOIABEIRAS CM,1917.998,43.155
MT,ANIMALE GOIABEIRAS CM,BA,ANIMALE BARRA SALVADOR CM,1917.998,43.155
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE SJ RIO PRETO CM,1448.663,32.595
SP,ANIMALE SJ RIO PRETO CM,BA,ANIMALE BARRA SALVADOR CM,1448.663,32.595
BA,ANIMALE BARRA SALVADOR CM,SP,ANIMALE VILA NOVA CM,1455.08,32.739
SP,ANIMALE VILA NOVA CM,BA,ANIMALE BARRA SALVADOR CM,1455.08,32.739
BA,ANIMALE BARRA SALVADOR CM,ES,ANIMALE VILA VELHA CM,831.982,18.72
