SKU,FILIAL,VELOCIDADE_VENDA,ALVO,TRANSITO,EST_DISP,EST_TOTAL,CONT_RUPTURA,CONT_FALTA,CONT_EXCESSO,VOLUME_EXCESSO,DATA
52.06.0802-0005-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.06.0813-0003-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.06.0813-0003-TAM_6,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.06.0813-0005-TAM_6,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.06.0814-0402-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.06.0845-04505-TAM_1,ANIMALE FLAMBOYANT CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.06.0845-11074-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.06.0864-0003-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.08.0808-10056-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5307-10056-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5307-10056-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5307-10056-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5363-11054-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5363-11054-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5373-11063-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5415-52609-TAM_3,ANIMALE FLAMBOYANT CM,0.07692307692307693,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5423-0005-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5426-11076-TAM_3,ANIMALE FLAMBOYANT CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5426-11076-TAM_5,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.10.5430-0030-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.10.5430-0030-TAM_5,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.13.5182-0002-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5866-11055-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
52.13.5866-11055-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5867-0003-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5867-0005-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5915-04358-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5915-04358-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5916-03031-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5963-04349-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5963-04349-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5989-0003-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5989-0003-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.5989-0003-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6030-50457-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6037-10064-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6037-10064-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6037-10064-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6037-10064-TAM_5,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6090-0005-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6094-09032-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6094-09032-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6094-09032-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6094-09032-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6094-10058-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6119-50460-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6142-10056-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6181-01026-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6195-04099-TAM_1,ANIMALE FLAMBOYANT CM,0.1,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6195-11074-TAM_2,ANIMALE FLAMBOYANT CM,0.14285714285714285,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6210-04343-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6210-04343-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6212-11055-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6213-0003-TAM_2,ANIMALE FLAMBOYANT CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6236-04505-TAM_5,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6242-0024-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6292-09036-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6299-03354-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6299-03354-TAM_2,ANIMALE FLAMBOYANT CM,0.14285714285714285,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6307-0005-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6326-52623-TAM_5,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6338-52594-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6344-11076-TAM_1,ANIMALE FLAMBOYANT CM,0.14285714285714285,2.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
52.13.6348-52561-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6348-52561-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6348-52561-TAM_6,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6367-11076-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6381-11076-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6391-0030-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6391-0030-TAM_3,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.13.6393-0600-TAM_2,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.13.6401-0005-TAM_2,ANIMALE FLAMBOYANT CM,0.14285714285714285,2.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.15.1697-01011-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.15.1697-11070-TAM_4,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.15.1704-6210-TAM_4,ANIMALE FLAMBOYANT CM,0.1111111111111111,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.15.1705-0005-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.15.1705-0024-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.15.1720-0005-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,2.0,0.0,2.0,1,0,0,0.0,2025-08-16
52.15.1744-0005-TAM_1,ANIMALE FLAMBOYANT CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
52.57.0012-0005-TAM_5,ANIMALE FLAMBOYANT CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1474-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1590-0005-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1625-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1625-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1702-10057-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1704-0005-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1704-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1737-1531-TAM_2,ANIMALE FLORIANOPOLIS CM,0.14285714285714285,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1742-0600-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1742-0600-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1743-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1746-10057-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1748-10043-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1749-0005-TAM_2,ANIMALE FLORIANOPOLIS CM,0.2857142857142857,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1770-0105-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1772-0005-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1788-1531-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1795-10056-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1795-10056-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1798-01026-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1804-11055-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1806-0005-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1806-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.125,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1807-5349-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1807-5349-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1810-0005-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1819-11076-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1819-11076-TAM_6,ANIMALE FLORIANOPOLIS CM,0.125,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1820-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1821-1100-TAM_6,ANIMALE FLORIANOPOLIS CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.01.1844-1531-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0506-0005-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0506-0005-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0506-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0506-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0507-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0513-09032-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0513-09032-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0513-09032-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0517-04343-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0533-0201-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0533-0201-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0533-0201-TAM_3,ANIMALE FLORIANOPOLIS CM,0.14285714285714285,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.04.0533-0201-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.07.1531-11066-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.31.0050-0022-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.61.0092-0600-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.61.0097-10056-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.61.0097-10056-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
03.61.0100-0203-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.16.0141-52609-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
07.16.0141-52609-TAM_6,ANIMALE FLORIANOPOLIS CM,0.0,1.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
07.20.7091-04090-TAM_2,ANIMALE FLORIANOPOLIS CM,0.14285714285714285,2.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7091-04090-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7096-03354-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7096-03354-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7155-10053-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7155-10053-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7281-0005-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7281-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7347-0600-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7425-10056-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7435-1407-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7435-1407-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7435-1407-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7445-50457-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7450-03354-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7463-09032-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7473-10056-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7473-10056-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7485-04349-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7487-0005-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7505-50460-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7505-50460-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7505-50460-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7541-04505-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7548-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.14285714285714285,2.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
07.20.7548-0005-TAM_5,ANIMALE FLORIANOPOLIS CM,0.07692307692307693,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7551-52623-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7553-0005-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7570-52632-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7584-11073-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7686-0003-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7720-2030-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7736-52594-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7736-52594-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7736-52594-TAM_6,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7745-52609-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
07.20.7759-01011-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7760-52561-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7764-52561-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7764-52561-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7774-03032-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7801-52603-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
07.20.7891-0200-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
08.42.0417-0005-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
08.42.0424-0203-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.01.2637-11063-TAM_1,ANIMALE FLORIANOPOLIS CM,0.125,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.01.2637-11063-TAM_6,ANIMALE FLORIANOPOLIS CM,0.0,1.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
09.01.2649-2019-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.01.2651-1802-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.01.2654-1991-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.01.2654-1991-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.01.2660-0600-TAM_5,ANIMALE FLORIANOPOLIS CM,0.0,1.0,1.0,0.0,1.0,1,0,0,0.0,2025-08-16
09.02.0685-10056-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.02.0685-10056-TAM_3,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.02.0687-0005-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.02.0689-04349-TAM_4,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.02.0690-10057-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.02.0690-10057-TAM_2,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
09.02.0691-10056-TAM_1,ANIMALE FLORIANOPOLIS CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2025-08-16
