SKU,FILIAL,VELOCIDADE_VENDA,ALVO,PRESENTE,TRANSITO,EST_TOTAL,CONT_RUPTURA,CONT_FALTA,CONT_EXCESSO,VOLUME_EXCESSO,REGULADOR,EST_DISP
25.13.0129-0201-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2167-10057-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2170-04090-TAM_1,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2193-01026-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2193-01026-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2193-01026-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2320-04349-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2325-1531-TAM_5,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2352-0005-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2352-0005-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2384-0005-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2384-0005-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,2.0,0.0
25.34.2446-0003-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2446-0005-TAM_4,ANIMALE PLAZA CM,0.125,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2451-0011-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2465-10058-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2465-10058-TAM_6,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2467-0101-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2467-0101-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2467-0101-TAM_5,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2472-1531-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2473-1531-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2473-1531-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2473-1531-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2483-09032-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2511-52547-TAM_5,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2555-04343-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
25.34.2555-04343-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2560-0200-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,31.0,0.0
25.34.2561-0203-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2562-0005-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2582-11071-TAM_2,ANIMALE PLAZA CM,0.09090909090909091,1.0,0.0,0.0,0.0,0,0,0,0.0,68.0,0.0
25.34.2679-0105-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2696-1531-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
25.34.2711-1531-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,10.0,0.0
25.34.2711-1531-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,21.0,0.0
25.34.2744-0101-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
25.34.2746-5346-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
27.01.1037-1511-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1568-0005-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1694-09036-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1694-09036-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1695-10045-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1745-0201-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1746-10056-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1747-0201-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1750-04349-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1760-0101-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1760-0101-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1760-0101-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1763-04335-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1763-04335-TAM_5,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1768-0011-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1768-0011-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1771-0002-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1794-0005-TAM_1,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1795-0200-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1799-0200-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1832-0002-TAM_4,ANIMALE PLAZA CM,0.07692307692307693,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1837-0101-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1846-52564-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1849-1974-TAM_3,ANIMALE PLAZA CM,0.125,1.0,0.0,0.0,0.0,0,0,0,0.0,5.0,0.0
52.05.1856-5199-TAM_2,ANIMALE PLAZA CM,0.09090909090909091,1.0,0.0,0.0,0.0,0,0,0,0.0,41.0,0.0
52.05.1856-6213-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,11.0,0.0
52.05.1856-6213-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.05.1868-53871-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,7.0,0.0
52.06.0810-2028-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.06.0810-2028-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,5.0,0.0
52.06.0813-0005-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,10.0,0.0
52.06.0845-11074-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.06.0847-11066-TAM_1,ANIMALE PLAZA CM,0.07692307692307693,1.0,0.0,0.0,0.0,0,0,0,0.0,227.0,0.0
52.06.0847-11075-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
52.06.0887-11067-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.08.0808-03349-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.10.5376-11058-TAM_2,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,21.0,0.0
52.10.5415-52609-TAM_2,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,5.0,0.0
52.13.5182-0002-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.5456-0001-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.5456-0005-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.5828-0005-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.5963-04349-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.5989-0005-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6024-04349-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6037-10064-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6037-10064-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6090-0005-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6093-10056-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6094-04349-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6094-10058-TAM_4,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6118-50460-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6182-0005-TAM_1,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6195-11074-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6195-11074-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
52.13.6195-11074-TAM_3,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6229-0300-TAM_1,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,26.0,0.0
52.13.6338-52594-TAM_3,ANIMALE PLAZA CM,0.42857142857142855,1.0,0.0,0.0,0.0,0,0,0,0.0,4.0,0.0
52.13.6338-52594-TAM_4,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6379-0005-TAM_5,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,4.0,0.0
52.13.6388-0300-TAM_2,ANIMALE PLAZA CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,6.0,0.0
52.13.6391-0030-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.13.6391-0030-TAM_3,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.15.1577-0005-TAM_2,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.15.1705-0005-TAM_1,ANIMALE PLAZA CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
52.39.0399-0005-TAM_4,ANIMALE PLAZA CM,0.125,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1457-10054-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1474-0005-TAM_3,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1625-0005-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1650-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1650-0005-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1702-10057-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1704-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1736-01026-TAM_2,ANIMALE RIO DESIGN CM,0.2857142857142857,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
03.01.1737-1531-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1737-1531-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1737-1531-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1740-09036-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1743-0005-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1743-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1746-10057-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1748-10043-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1749-0005-TAM_1,ANIMALE RIO DESIGN CM,0.07692307692307693,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1772-0005-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1772-0005-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1772-0005-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1788-1531-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1795-10056-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1795-10056-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1795-10056-TAM_3,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1798-01026-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1798-01026-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1807-5349-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
03.01.1811-0005-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1811-0005-TAM_6,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1819-11076-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1819-11076-TAM_3,ANIMALE RIO DESIGN CM,0.42857142857142855,2.0,0.0,0.0,0.0,0,0,0,0.0,32.0,0.0
03.01.1822-0002-TAM_5,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,19.0,0.0
03.01.1844-1531-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0506-0005-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0507-0005-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0513-09032-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0513-09032-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0513-09032-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0517-04343-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0526-0003-TAM_2,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_1,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_4,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.07.1530-04356-TAM_1,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.07.1531-11066-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.07.1531-11066-TAM_2,ANIMALE RIO DESIGN CM,0.18181818181818182,1.0,0.0,0.0,0.0,0,0,0,0.0,28.0,0.0
03.07.1531-11066-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.31.0049-0003-TAM_1,ANIMALE RIO DESIGN CM,0.18181818181818182,1.0,0.0,0.0,0.0,1,0,0,0.0,2.0,0.0
03.31.0049-0003-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.31.0050-0022-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.61.0092-0600-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.61.0097-10056-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.16.0133-52632-TAM_6,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7091-04090-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7103-04349-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7103-04349-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7103-04349-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7270-1000-TAM_6,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7281-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7309-0005-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7347-0600-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7347-0600-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7425-10056-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
07.20.7425-10056-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7428-1407-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7428-1407-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7435-1407-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7435-1407-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7435-1407-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7435-1407-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7441-50457-TAM_2,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7450-03354-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7463-09032-TAM_5,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7485-04349-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7505-50460-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7505-50460-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7523-0005-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7543-5199-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7553-0005-TAM_3,ANIMALE RIO DESIGN CM,0.2857142857142857,1.0,0.0,0.0,0.0,0,0,0,0.0,26.0,0.0
07.20.7556-52594-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7561-04505-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0.0
07.20.7569-52547-TAM_1,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7569-52547-TAM_6,ANIMALE RIO DESIGN CM,0.07692307692307693,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7604-0300-TAM_3,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,0.0,0.0,0.0,0,0,0,0.0,16.0,0.0
07.20.7666-52832-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7677-52555-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7720-2030-TAM_6,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7740-6052-TAM_2,ANIMALE RIO DESIGN CM,0.2857142857142857,1.0,0.0,0.0,0.0,0,0,0,0.0,3.0,0.0
07.20.7759-01011-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
