SKU,FILIAL,VELOCIDADE_VENDA,ALVO,PRESENTE,TRANSITO,EST_TOTAL,CONT_RUPTURA,CONT_FALTA,CONT_EXCESSO,VOLUME_EXCESSO,REGULADOR,EST_DISP
25.11.1683-0005-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,25.0,6.0
27.03.1444-1100-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,94.0,5.0
27.03.1447-1511-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,118.0,5.0
27.04.0557-1511-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,64.0,5.0
52.10.5337-09036-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,7.0,0.0,7.0,0,0,1,6.0,0.0,7.0
52.15.1644-11073-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,59.0,6.0
52.15.1647-11073-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,55.0,5.0
52.15.1706-0003-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,121.0,5.0
03.07.1526-10049-TAM_3,ANIMALE ICARAI 02 CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
27.03.1447-1511-TAM_1,ANIMALE ICARAI 02 CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,118.0,5.0
27.03.1448-1511-TAM_1,ANIMALE ICARAI 02 CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,22.0,5.0
27.04.0557-1511-TAM_1,ANIMALE ICARAI 02 CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,64.0,5.0
52.06.0847-11065-TAM_1,ANIMALE ICARAI 02 CM,0.16666666666666666,2.0,5.0,0.0,5.0,0,0,1,3.0,119.0,5.0
52.06.0847-11065-TAM_2,ANIMALE ICARAI 02 CM,0.0,2.0,6.0,0.0,6.0,0,0,1,4.0,58.0,6.0
52.10.5401-2028-TAM_1,ANIMALE ICARAI 02 CM,0.0,2.0,6.0,0.0,6.0,0,0,1,4.0,15.0,6.0
52.13.6338-52594-TAM_3,ANIMALE ICARAI 02 CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,4.0,5.0
52.15.1688-0005-TAM_1,ANIMALE ICARAI 02 CM,0.0,2.0,8.0,0.0,8.0,0,0,1,6.0,183.0,8.0
52.15.1688-0005-TAM_2,ANIMALE ICARAI 02 CM,0.08333333333333333,2.0,5.0,0.0,5.0,0,0,1,3.0,100.0,5.0
03.61.0100-0203-TAM_1,ANIMALE ICARAI CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,59.0,5.0
27.04.0557-1511-TAM_1,ANIMALE ICARAI CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,64.0,5.0
52.10.5375-6052-TAM_1,ANIMALE ICARAI CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,113.0,5.0
52.10.5377-04343-TAM_1,ANIMALE ICARAI CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,105.0,5.0
52.15.1643-2030-TAM_1,ANIMALE ICARAI CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,116.0,5.0
52.15.1647-11073-TAM_1,ANIMALE ICARAI CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,55.0,5.0
27.03.1447-1511-TAM_1,ANIMALE IPANEMA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,118.0,5.0
52.10.5337-09036-TAM_3,ANIMALE IPANEMA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,11.0,5.0
25.13.0127-11055-TAM_4,ANIMALE PLAZA CM,0.0,1.0,5.0,3.0,5.0,0,0,1,1.0,4.0,2.0
52.05.1745-0201-TAM_3,ANIMALE PLAZA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
52.05.1804-6206-TAM_3,ANIMALE PLAZA CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,38.0,6.0
52.06.0748-0003-TAM_3,ANIMALE PLAZA CM,0.0,1.0,7.0,3.0,7.0,0,0,1,3.0,13.0,4.0
52.06.0748-0005-TAM_2,ANIMALE PLAZA CM,0.0,1.0,5.0,3.0,5.0,0,0,1,1.0,22.0,2.0
52.06.0844-0005-TAM_3,ANIMALE PLAZA CM,0.0,1.0,6.0,4.0,6.0,0,0,1,1.0,298.0,2.0
52.06.0882-0003-TAM_3,ANIMALE PLAZA CM,0.0,1.0,5.0,3.0,5.0,0,0,1,1.0,31.0,2.0
52.13.6326-52623-TAM_2,ANIMALE PLAZA CM,0.0,2.0,5.0,0.0,5.0,0,0,1,3.0,19.0,5.0
52.13.6367-11076-TAM_2,ANIMALE PLAZA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,114.0,5.0
52.13.6381-11076-TAM_3,ANIMALE PLAZA CM,0.0,1.0,5.0,2.0,5.0,0,0,1,2.0,25.0,3.0
52.15.1701-0003-TAM_2,ANIMALE PLAZA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,42.0,5.0
52.15.1706-0005-TAM_2,ANIMALE PLAZA CM,0.0,1.0,5.0,2.0,5.0,0,0,1,2.0,165.0,3.0
07.20.7281-0005-TAM_4,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,1.0,5.0,0,0,1,3.0,0.0,4.0
07.20.7428-1407-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,0.0,6.0
07.20.7685-2030-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,74.0,5.0
27.03.1444-1100-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,94.0,5.0
27.03.1447-1511-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,118.0,5.0
27.04.0557-1511-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,64.0,5.0
27.04.0562-1511-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,9.0,5.0
52.06.0814-0402-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,86.0,5.0
52.06.0843-11076-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,88.0,5.0
52.06.0844-0003-TAM_2,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,6.0,0.0,6.0,0,0,1,5.0,261.0,6.0
52.06.0844-0005-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,11.0,0.0,11.0,0,0,1,10.0,323.0,11.0
52.10.5337-09036-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,11.0,6.0
52.10.5402-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,76.0,6.0
52.10.5409-2030-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,17.0,5.0
52.13.5867-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
52.13.6340-52571-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,155.0,5.0
52.13.6342-52555-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,171.0,6.0
52.13.6367-11074-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,126.0,5.0
52.13.6368-0002-TAM_2,ANIMALE RIO DESIGN CM,0.14285714285714285,1.0,8.0,0.0,8.0,0,0,1,7.0,161.0,8.0
52.15.1643-2030-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,116.0,5.0
52.15.1644-11063-TAM_1,ANIMALE RIO DESIGN CM,0.07142857142857142,1.0,5.0,0.0,5.0,0,0,1,4.0,61.0,5.0
52.15.1744-0003-TAM_2,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,104.0,5.0
52.15.1744-0003-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,25.0,5.0
52.15.1744-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,39.0,6.0
52.39.0399-0005-TAM_3,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,37.0,5.0
52.39.0407-0005-TAM_1,ANIMALE RIO DESIGN CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
03.01.1818-04524-TAM_6,ANIMALE RIO SUL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
27.03.1446-1511-TAM_1,ANIMALE RIO SUL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,60.0,5.0
27.03.1448-1511-TAM_1,ANIMALE RIO SUL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,22.0,5.0
27.04.0557-1511-TAM_1,ANIMALE RIO SUL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,64.0,5.0
07.20.7593-0005-TAM_1,ANIMALE SHOP TIJUCA CM,0.0,1.0,5.0,1.0,5.0,0,0,1,3.0,115.0,4.0
07.20.7600-0600-TAM_3,ANIMALE SHOP TIJUCA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,114.0,5.0
27.03.1444-1100-TAM_1,ANIMALE SHOP TIJUCA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,94.0,5.0
27.03.1446-1511-TAM_1,ANIMALE SHOP TIJUCA CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,60.0,6.0
27.03.1447-1511-TAM_1,ANIMALE SHOP TIJUCA CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,118.0,6.0
52.06.0843-11076-TAM_4,ANIMALE SHOP TIJUCA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
52.06.0888-6213-TAM_3,ANIMALE SHOP TIJUCA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,5.0,5.0
52.13.5867-0005-TAM_2,ANIMALE SHOP TIJUCA CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,0.0,5.0
07.20.7593-0005-TAM_1,ANIMALE VILLAGE MALL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,115.0,5.0
07.20.7593-0005-TAM_2,ANIMALE VILLAGE MALL CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,37.0,6.0
07.20.7685-2030-TAM_1,ANIMALE VILLAGE MALL CM,0.0,1.0,7.0,0.0,7.0,0,0,1,6.0,74.0,7.0
07.20.7776-0005-TAM_3,ANIMALE VILLAGE MALL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,1.0,5.0
07.20.7778-0005-TAM_3,ANIMALE VILLAGE MALL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,2.0,5.0
07.20.7813-0005-TAM_3,ANIMALE VILLAGE MALL CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,30.0,6.0
07.20.7816-0005-TAM_2,ANIMALE VILLAGE MALL CM,0.07142857142857142,1.0,5.0,0.0,5.0,0,0,1,4.0,18.0,5.0
07.20.7816-0005-TAM_3,ANIMALE VILLAGE MALL CM,0.0,1.0,6.0,1.0,6.0,0,0,1,4.0,11.0,5.0
27.03.1439-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.07142857142857142,1.0,7.0,0.0,7.0,0,0,1,6.0,69.0,7.0
27.03.1446-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,60.0,5.0
27.03.1447-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.0,1.0,9.0,0.0,9.0,0,0,1,8.0,118.0,9.0
27.03.1448-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.0,1.0,6.0,0.0,6.0,0,0,1,5.0,22.0,6.0
27.03.1461-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.07142857142857142,1.0,5.0,0.0,5.0,0,0,1,4.0,26.0,5.0
27.04.0557-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.07142857142857142,1.0,7.0,0.0,7.0,0,0,1,6.0,64.0,7.0
27.04.0561-1511-TAM_1,ANIMALE VILLAGE MALL CM,0.07142857142857142,1.0,6.0,0.0,6.0,0,0,1,5.0,38.0,6.0
52.06.0888-6213-TAM_2,ANIMALE VILLAGE MALL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,58.0,5.0
52.15.1653-11061-TAM_1,ANIMALE VILLAGE MALL CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,13.0,5.0
07.20.7688-53040-TAM_3,BUZIOS CM,0.0,2.0,5.0,0.0,5.0,0,0,1,3.0,14.0,5.0
52.06.0748-0005-TAM_2,BUZIOS CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,22.0,5.0
52.10.5337-09036-TAM_3,BUZIOS CM,0.0,1.0,5.0,0.0,5.0,0,0,1,4.0,11.0,5.0
52.13.6197-11055-TAM_1,BUZIOS CM,0.0,2.0,5.0,0.0,5.0,0,0,1,3.0,33.0,5.0
52.13.6341-52547-TAM_2,BUZIOS CM,0.0,2.0,6.0,0.0,6.0,0,0,1,4.0,106.0,6.0
52.13.6341-52547-TAM_3,BUZIOS CM,0.0,2.0,6.0,0.0,6.0,0,0,1,4.0,63.0,6.0
03.01.1704-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1737-1531-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1740-09036-TAM_4,ANIMALE BARRA SHOP CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1742-0600-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1747-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1748-10043-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1748-10043-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1770-0105-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1770-0105-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1788-1531-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
03.01.1788-1531-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1795-10056-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1795-10056-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1795-10056-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1798-01026-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1798-01026-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1798-01026-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1798-01026-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1804-11055-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
03.01.1804-11055-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,8.0,0.0
03.01.1806-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1807-5349-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1807-5349-TAM_4,ANIMALE BARRA SHOP CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1808-0011-TAM_1,ANIMALE BARRA SHOP CM,0.1111111111111111,1.0,0.0,0.0,0.0,0,0,0,0.0,33.0,0.0
03.01.1811-0005-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1815-0003-TAM_1,ANIMALE BARRA SHOP CM,0.07692307692307693,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1819-11076-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1819-11076-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1819-11076-TAM_6,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1820-0005-TAM_5,ANIMALE BARRA SHOP CM,0.3,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1822-0002-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1822-0002-TAM_6,ANIMALE BARRA SHOP CM,0.125,1.0,0.0,0.0,0.0,0,0,0,0.0,35.0,0.0
03.01.1840-0003-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1842-11063-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1842-11063-TAM_2,ANIMALE BARRA SHOP CM,0.08333333333333333,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1844-1531-TAM_1,ANIMALE BARRA SHOP CM,0.42857142857142855,2.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1844-1531-TAM_2,ANIMALE BARRA SHOP CM,0.08333333333333333,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.01.1844-1531-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0506-0005-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0506-0005-TAM_6,ANIMALE BARRA SHOP CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0507-0005-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0507-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0507-0005-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0507-0005-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0513-09032-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0513-09032-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0517-04343-TAM_4,ANIMALE BARRA SHOP CM,0.125,1.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0.0
03.04.0521-0200-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0
03.04.0526-0003-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
03.04.0529-11055-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_3,ANIMALE BARRA SHOP CM,0.09090909090909091,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.04.0533-0201-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.06.0369-11075-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,17.0,0.0
03.31.0049-0003-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.31.0050-0022-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
03.61.0092-0600-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.16.0133-52632-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.16.0140-0002-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7091-04090-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7096-03354-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7103-04349-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7155-10053-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7270-1000-TAM_1,ANIMALE BARRA SHOP CM,0.2857142857142857,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7281-0005-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7309-0005-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7309-0005-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7347-0600-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7428-1407-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7435-1407-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7435-1407-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0
07.20.7441-50457-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7441-50457-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7441-50457-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7441-50457-TAM_6,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7445-50457-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7445-50457-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7445-50457-TAM_6,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7450-03354-TAM_2,ANIMALE BARRA SHOP CM,0.08333333333333333,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7452-50457-TAM_6,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7472-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7472-0005-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7473-10056-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7487-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7505-50460-TAM_1,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7505-50460-TAM_2,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7505-50460-TAM_5,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7505-50460-TAM_6,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7523-0005-TAM_3,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7548-0005-TAM_2,ANIMALE BARRA SHOP CM,0.15384615384615385,1.0,0.0,0.0,0.0,0,0,0,0.0,22.0,0.0
07.20.7551-52623-TAM_4,ANIMALE BARRA SHOP CM,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
07.20.7556-52594-TAM_1,ANIMALE BARRA SHOP CM,0.14285714285714285,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
